tipo_crimen,año,mes,provincia,sexo,rango_de_edad,tipo_de_arma_utilizada,distrito
Homicidio,2021,Mayo,Panamá,No disponible,30-34 ,Arma Blanca,No disponible
Homicidio,2021,Mayo,Panamá Oeste,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Mayo,Panamá Oeste,No disponible,55-59 ,Arma de Fuego ,No disponible
Homicidio,2021,Mayo,Panamá Oeste,No disponible,55-59 ,Arma de Fuego ,No disponible
Homicidio,2021,Mayo,Panamá Oeste,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Mayo,Panamá Oeste,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Mayo,Panamá,No disponible,30-34 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Mayo,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Mayo,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Mayo,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Mayo,Panamá,No disponible,35-39 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Mayo,Panamá,No disponible,15-17 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Mayo,Panamá,No disponible,15-17 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Comarca Ngöbe Buglé,No disponible,18-24 ,Arma Blanca,No disponible
Homicidio,2021,Junio,Bocas del Toro,No disponible,25-29 ,Arma Blanca,No disponible
Homicidio,2021,Junio,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,50-54 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,45-49 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,45-49 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,15-17 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,35-39 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,30-34 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,45-49 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,30-34 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,40-44 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,50-54 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,50-54 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Panamá,No disponible,35-39 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Junio,Colón,No disponible,70-74 ,Arma Blanca,No disponible
Homicidio,2021,Junio,Colón,No disponible,45-49 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Colón,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Colón,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Colón,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,45-49 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,15-17 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,45-49 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,15-17 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,0-4 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,5-9.,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,55-59 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,30-34 ,Sin Determinar,No disponible
Homicidio,2021,Junio,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá Oeste,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá Oeste,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá Oeste,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá Oeste,No disponible,15-17 ,Sin Determinar,No disponible
Homicidio,2021,Junio,veraguas,No disponible,18-24 ,Arma Blanca,No disponible
Homicidio,2021,Junio,Darién,No disponible,25-29 ,Arma Blanca,No disponible
Homicidio,2021,Junio,Darién,No disponible,30-34 ,Arma Blanca,No disponible
Homicidio,2021,Junio,Chiriquí,No disponible,18-24 ,Arma Blanca,No disponible
Homicidio,2021,Junio,Chiriquí,No disponible,50-54 ,Arma de Fuego ,No disponible
Homicidio,2021,Junio,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Julio,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,55-59 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,55-59 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,35-39 ,Arma Blanca,No disponible
Homicidio,2021,Julio,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,15-17 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,65-69 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,65-69 ,Arma Blanca,No disponible
Homicidio,2021,Julio,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá,No disponible,60-64 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá Oeste,No disponible,50-54 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá Oeste,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Panamá Oeste,No disponible,40-44 ,Sin Determinar,No disponible
Homicidio,2021,Julio,Panamá,No disponible,Sin Determinar,Arma de Fuego ,San Miguelito
Homicidio,2021,Julio,Panamá,No disponible,30-34 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Julio,Panamá,No disponible,35-39 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Julio,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Julio,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Julio,Panamá,No disponible,15-17 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Julio,Chiriquí,No disponible,5-9.,Asfixia Mecanica,No disponible
Homicidio,2021,Julio,Chiriquí,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Chiriquí,No disponible,30-34 ,Arma Blanca,No disponible
Homicidio,2021,Julio,Coclé,No disponible,55-59 ,Arma Blanca,No disponible
Homicidio,2021,Julio,Bocas del Toro,No disponible,35-39 ,Arma Blanca,No disponible
Homicidio,2021,Julio,Veraguas,No disponible,35-39 ,Sin Determinar,No disponible
Homicidio,2021,Julio,Colón,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Colón,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Colón,No disponible,50-54 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Colón,No disponible,15-17 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Colón,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Colón,No disponible,50-54 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Colón,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Julio,Darién,No disponible,65-69 ,Sin Determinar,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,10-14.,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,35-39 ,Arma Blanca,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,45-49 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,55-59 ,Asfixia Mecanica,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,60-64 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,50-54 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Veraguas,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Comarca Ngöbe Buglé,No disponible,35-39 ,Arma Blanca,No disponible
Homicidio,2021,Agosto,Comarca Ngöbe Buglé,No disponible,55-59 ,Arma Blanca,No disponible
Homicidio,2021,Agosto,Bocas del Toro,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Colón,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Colón,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Colón,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Colón,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Colón,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Colón,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Colón,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Colón,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Los Santos,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Chiriquí,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Chiriquí,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Chiriquí,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá Oeste,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá Oeste,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá Oeste,No disponible,45-49 ,Arma Blanca,No disponible
Homicidio,2021,Agosto,Panamá Oeste,No disponible,18-24 ,Arma Blanca,No disponible
Homicidio,2021,Agosto,Panamá Oeste,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Agosto,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Agosto,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Agosto,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Agosto,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Agosto,Panamá,No disponible,15-17 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Agosto,Panamá,No disponible,35-39 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Agosto,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Agosto,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Agosto,Panamá,No disponible,45-49 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Agosto,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Agosto,Darién,No disponible,25-29 ,Arma Blanca,No disponible
Homicidio,2021,Agosto,Veraguas,No disponible,35-39 ,Sin Determinar,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,40-44 ,Arma Blanca,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,15-17 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,18-24 ,Objeto Contundente,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,25-29 ,Arma Blanca,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,15-17 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,15-17 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,25-29 ,Arma Blanca,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,15-17 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Colón,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Chiriquí,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,45-49 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,25-29 ,Arma Blanca,No disponible
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,0-4 ,Sin Determinar,No disponible
Homicidio,2021,Septiembre,Panamá,No disponible,35-39 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Septiembre,Panamá,No disponible,35-39 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Septiembre,Panamá,No disponible,30-34 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Septiembre,Panamá,No disponible,30-34 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Septiembre,Los Santos,No disponible,50-54 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá Oeste,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá Oeste,No disponible,35-39 ,Arma Blanca,No disponible
Homicidio,2021,Octubre,Panamá Oeste,No disponible,65-69 ,Arma Blanca,No disponible
Homicidio,2021,Octubre,Panamá Oeste,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Colón,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Colón,No disponible,50-54 ,Arma Blanca,No disponible
Homicidio,2021,Octubre,Colón,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Octubre,Panamá,No disponible,35-39 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Octubre,Panamá,No disponible,30-34 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Octubre,Panamá,No disponible,45-49 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Octubre,Panamá,No disponible,35-39 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Octubre,Panamá,No disponible,35-39 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,0-4 ,Objeto Contundente,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,30-34 ,Arma Blanca,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,45-49 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,25-29 ,Objeto Contundente,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,40-44 ,Arma Blanca,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma Blanca,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,30-34 ,Arma Blanca,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,18-24 ,Arma Blanca,No disponible
Homicidio,2021,Octubre,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Chiriquí,No disponible,45-49 ,Objeto Contundente,No disponible
Homicidio,2021,Octubre,Chiriquí,No disponible,30-34 ,Arma Blanca,No disponible
Homicidio,2021,Octubre,Chiriquí,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Chiriquí,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Octubre,Los Santos,No disponible,70-74 ,Asfixia Mecanica,No disponible
Homicidio,2021,Octubre,Darién,No disponible,Sin Determinar,Arma Blanca,No disponible
Homicidio,2021,Octubre,Darién,No disponible,Sin Determinar,Arma Blanca,No disponible
Homicidio,2021,Octubre,Coclé,No disponible,65-69 ,Asfixia Mecanica,No disponible
Homicidio,2021,Octubre,Coclé,No disponible,55-59 ,Asfixia Mecanica,No disponible
Homicidio,2021,Octubre,Veraguas,No disponible,Sin Determinar,Sin Determinar,No disponible
Homicidio,2021,Octubre,Bocas del Toro,No disponible,35-39 ,Sin Determinar,No disponible
Homicidio,2021,Noviembre,Panamá Oeste,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Panamá Oeste,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Panamá Oeste,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Panamá Oeste,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Noviembre,Panamá,No disponible,45-49 ,Arma Blanca,San Miguelito
Homicidio,2021,Noviembre,Panamá,No disponible,40-44 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Noviembre,Panamá,No disponible,18-24 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Noviembre,Panamá,No disponible,Sin Determinar,Arma de Fuego ,San Miguelito
Homicidio,2021,Noviembre,Panamá,No disponible,Sin Determinar,Arma de Fuego ,San Miguelito
Homicidio,2021,Noviembre,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Noviembre,Panamá,No disponible,30-34 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Noviembre,Panamá,No disponible,25-29 ,Arma de Fuego ,San Miguelito
Homicidio,2021,Noviembre,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Panamá,No disponible,60-64 ,Asfixia Mecanica,No disponible
Homicidio,2021,Noviembre,Panamá,No disponible,10-14.,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Panamá,No disponible,50-54 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Panamá,No disponible,18-24 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Panamá,No disponible,15-17 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Colón,No disponible,45-49 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Colón,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Colón,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Chiriquí,No disponible,55-59 ,Arma Blanca,No disponible
Homicidio,2021,Noviembre,Chiriquí,No disponible,65-69 ,Arma Blanca,No disponible
Homicidio,2021,Noviembre,Chiriquí,No disponible,60-64 ,Arma de Fuego ,No disponible
Homicidio,2021,Noviembre,Chiriquí,No disponible,55-59 ,Arma Blanca,No disponible
Homicidio,2021,Noviembre,Los Santos,No disponible,25-29 ,Asfixia Mecanica,No disponible
Homicidio,2021,Noviembre,Bocas del Toro,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,65-69 ,Arma Blanca,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,18-24 ,Arma Blanca,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,0-4 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,50-54 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,40-44 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,25-29 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,35-39 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,30-34 ,Arma de Fuego ,No disponible
Homicidio,2021,Diciembre,Panamá,No disponible,10-14.,Arma de Fuego ,No disponible
