tipo_crimen,año,mes,provincia,sexo,rango_de_edad,tipo_de_arma_utilizada,provinia
Homicidio,2017,Noviembre,Panamá Oeste,Femenino,30-34,Arma Blanca,panama oeste
Homicidio,2017,Noviembre,Panamá Oeste,Masculino,40-44,Arma de Fuego,panama oeste
Homicidio,2017,Noviembre,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Femenino,0-4,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,15-17,Arma de Fuego,panama
Homicidio,2017,Noviembre,Chiriquí,Masculino,18-24,Arma de Fuego,chiriqui
Homicidio,2017,Noviembre,Chiriquí,Femenino,50-54,Arma de Fuego,chiriqui
Homicidio,2017,Noviembre,Chiriquí,Masculino,18-24,Arma Blanca,chiriqui
Homicidio,2017,Noviembre,Colón,Masculino,No disponible,Arma Blanca,colon
Homicidio,2017,Noviembre,Colón,Femenino,40-44,Arma Blanca,colon
Homicidio,2017,Noviembre,Colón,Masculino,60-64,Arma de Fuego,colon
Homicidio,2017,Noviembre,Colón,Masculino,25-29,No disponible,colon
Homicidio,2017,Noviembre,Colón,Femenino,35-39,Arma de Fuego,colon
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,18-24,Arma Blanca,panama
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma Blanca,panama
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma Blanca,panama
Homicidio,2017,Noviembre,Panamá,Masculino,18-24,Arma Blanca,panama
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,No disponible,panama
Homicidio,2017,Noviembre,Panamá,Femenino,No disponible,No disponible,panama
Homicidio,2017,Noviembre,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2017,Noviembre,Panamá,Femenino,18-24,Arma de Fuego,panama
Homicidio,2017,Noviembre,Bocas Del Toro,Masculino,25-29,Arma de Fuego,bocas del toro
Homicidio,2017,Noviembre,Veraguas,Femenino,18-24,Arma de Fuego,veraguas
Homicidio,2017,Noviembre,Veraguas,Masculino,18-24,Arma de Fuego,veraguas
Homicidio,2017,Noviembre,Veraguas,Masculino,18-24,Arma Blanca,veraguas
Homicidio,2017,Noviembre,Herrera,Masculino,80 y más,No disponible,herrera
Homicidio,2017,Diciembre,Chiriquí,Masculino,40-44,Arma de Fuego,chiriqui
Homicidio,2017,Diciembre,Panamá,Masculino,No disponible,Arma Blanca,panama
Homicidio,2017,Diciembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá,Femenino,25-29,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá,Masculino,No disponible,Objeto Contundente,panama
Homicidio,2017,Diciembre,Panamá,Femenino,No disponible,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá Oeste,Masculino,30-34,Arma de Fuego,panama oeste
Homicidio,2017,Diciembre,Panamá Oeste,Masculino,No disponible,Arma de Fuego,panama oeste
Homicidio,2017,Diciembre,Panamá Oeste,Femenino,5-9,Objeto Contundente,panama oeste
Homicidio,2017,Diciembre,Panamá Oeste,Masculino,25-29,Arma de Fuego,panama oeste
Homicidio,2017,Diciembre,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá,Masculino,15-17,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2017,Diciembre,Panamá,Femenino,45-49,No disponible,panama
Homicidio,2017,Diciembre,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2017,Diciembre,Chiriquí,Masculino,18-24,Arma de Fuego,chiriqui
Homicidio,2017,Diciembre,Chiriquí,Masculino,45-49,Arma de Fuego,chiriqui
Homicidio,2017,Diciembre,Chiriquí,Masculino,18-24,Arma de Fuego,chiriqui
Homicidio,2017,Diciembre,Colón,Masculino,30-34,Arma de Fuego,colon
Homicidio,2017,Diciembre,Colón,Masculino,18-24,Arma de Fuego,colon
Homicidio,2017,Diciembre,Colón,Masculino,15-17,Arma de Fuego,colon
Homicidio,2017,Diciembre,Colón,Masculino,35-39,Arma de Fuego,colon
Homicidio,2018,Enero,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Enero,Panamá,Masculino,40-44,Arma de Fuego,panama
Homicidio,2018,Enero,Panamá,Masculino,45-49,Arma de Fuego,panama
Homicidio,2018,Enero,Panamá,Masculino,80 y más,No disponible,panama
Homicidio,2018,Enero,Panamá,Femenino,25-29,Arma de Fuego,panama
Homicidio,2018,Enero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Enero,Panamá,Masculino,40-44,Arma de Fuego,panama
Homicidio,2018,Enero,Panamá,Masculino,45-49,Arma Blanca,panama
Homicidio,2018,Enero,Panamá,Femenino,60-64,Arma Blanca,panama
Homicidio,2018,Enero,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Enero,Panamá,Masculino,18-24,Arma Blanca,panama
Homicidio,2018,Enero,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Enero,Panamá,Masculino,40-44,Arma de Fuego,panama
Homicidio,2018,Enero,Panamá Oeste,Masculino,50-54,Arma Blanca,panama oeste
Homicidio,2018,Enero,Panamá Oeste,Masculino,30-34,Arma de Fuego,panama oeste
Homicidio,2018,Enero,Panamá Oeste,Masculino,80 y más,Objeto Contundente,panama oeste
Homicidio,2018,Enero,Panamá Oeste,Femenino,25-29,Arma de Fuego,panama oeste
Homicidio,2018,Enero,Panamá Oeste,Masculino,30-34,Arma de Fuego,panama oeste
Homicidio,2018,Enero,Coclé,Masculino,18-24,Arma de Fuego,cocle
Homicidio,2018,Enero,Coclé,Masculino,30-34,Arma Blanca,cocle
Homicidio,2018,Enero,Chiriquí,Masculino,18-24,No disponible,chiriqui
Homicidio,2018,Enero,Chiriquí,Masculino,40-44,Arma Blanca,chiriqui
Homicidio,2018,Enero,Colón,Femenino,10-14,Arma de Fuego,colon
Homicidio,2018,Enero,Colón,Masculino,55-59,Arma de Fuego,colon
Homicidio,2018,Enero,Colón,Masculino,25-29,Arma de Fuego,colon
Homicidio,2018,Enero,Colón,Masculino,25-29,Arma de Fuego,colon
Homicidio,2018,Enero,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Enero,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2018,Enero,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Enero,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2018,Enero,Veraguas,Masculino,30-34,Arma Blanca,veraguas
Homicidio,2018,Enero,Veraguas,Masculino,25-29,Arma de Fuego,veraguas
Homicidio,2018,Febrero,Panamá,Femenino,35-39,Arma Blanca,panama
Homicidio,2018,Febrero,Panamá,Masculino,18-24,Arma Blanca,panama
Homicidio,2018,Febrero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Febrero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Febrero,Panamá,Masculino,25-29,Arma Blanca,panama
Homicidio,2018,Febrero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Febrero,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Febrero,Panamá,Masculino,55-59,Arma Blanca,panama
Homicidio,2018,Febrero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Febrero,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2018,Febrero,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Febrero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Febrero,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Febrero,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Febrero,Panamá Oeste,Masculino,30-34,Arma de Fuego,panama oeste
Homicidio,2018,Febrero,Panamá Oeste,Masculino,35-39,Arma de Fuego,panama oeste
Homicidio,2018,Febrero,Panamá Oeste,Masculino,18-24,Arma de Fuego,panama oeste
Homicidio,2018,Febrero,Coclé,Masculino,45-49,Objeto Contundente,cocle
Homicidio,2018,Febrero,Chiriquí,Masculino,30-34,Arma de Fuego,chiriqui
Homicidio,2018,Febrero,Chiriquí,Femenino,18-24,Arma de Fuego,chiriqui
Homicidio,2018,Febrero,Colón,Masculino,25-29,Arma de Fuego,colon
Homicidio,2018,Febrero,Colón,Masculino,40-44,Arma de Fuego,colon
Homicidio,2018,Febrero,Colón,Masculino,5-9,Arma de Fuego,colon
Homicidio,2018,Febrero,Colón,Masculino,45-49,Arma Blanca,colon
Homicidio,2018,Febrero,Colón,Masculino,35-39,Arma Blanca,colon
Homicidio,2018,Febrero,Colón,Masculino,25-29,Arma de Fuego,colon
Homicidio,2018,Febrero,Colón,Masculino,30-34,Arma de Fuego,colon
Homicidio,2018,Febrero,Colón,Masculino,30-34,Arma de Fuego,colon
Homicidio,2018,Febrero,Colón,Masculino,18-24,Arma de Fuego,colon
Homicidio,2018,Febrero,Colón,Masculino,35-39,No disponible,colon
Homicidio,2018,Febrero,Panamá,Masculino,18-24,No disponible,panama
Homicidio,2018,Febrero,Panamá,Masculino,18-24,No disponible,panama
Homicidio,2018,Febrero,Panamá,Masculino,18-24,No disponible,panama
Homicidio,2018,Febrero,Panamá,Masculino,15-17,Arma de Fuego,panama
Homicidio,2018,Febrero,Panamá,Masculino,18-24,No disponible,panama
Homicidio,2018,Marzo,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,40-44,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,55-59,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,55-59,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Femenino,25-29,Arma Blanca,panama
Homicidio,2018,Marzo,Panamá,Masculino,35-39,Objeto Contundente,panama
Homicidio,2018,Marzo,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,55-59,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,40-44,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Femenino,15-17,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Femenino,35-39,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,55-59,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,60-64,Arma Blanca,panama
Homicidio,2018,Marzo,Panamá Oeste,Masculino,55-59,Arma de Fuego,panama oeste
Homicidio,2018,Marzo,Panamá Oeste,Masculino,30-34,Arma de Fuego,panama oeste
Homicidio,2018,Marzo,Panamá Oeste,Masculino,45-49,Arma Blanca,panama oeste
Homicidio,2018,Marzo,Panamá Oeste,Masculino,No disponible,Arma de Fuego,panama oeste
Homicidio,2018,Marzo,Panamá Oeste,Masculino,60-64,Arma de Fuego,panama oeste
Homicidio,2018,Marzo,Panamá Oeste,Masculino,35-39,Arma de Fuego,panama oeste
Homicidio,2018,Marzo,Chiriquí,Masculino,25-29,Arma Blanca,chiriqui
Homicidio,2018,Marzo,Chiriquí,Masculino,55-59,Arma de Fuego,chiriqui
Homicidio,2018,Marzo,Chiriquí,Masculino,50-54,Arma de Fuego,chiriqui
Homicidio,2018,Marzo,Chiriquí,Masculino,35-39,Arma Blanca,chiriqui
Homicidio,2018,Marzo,Colón,Masculino,35-39,No disponible,colon
Homicidio,2018,Marzo,Colón,Masculino,45-49,Arma de Fuego,colon
Homicidio,2018,Marzo,Colón,Masculino,18-24,Arma de Fuego,colon
Homicidio,2018,Marzo,Colón,Masculino,18-24,Arma de Fuego,colon
Homicidio,2018,Marzo,Colón,Masculino,18-24,Arma de Fuego,colon
Homicidio,2018,Marzo,Colón,Masculino,25-29,Arma Blanca,colon
Homicidio,2018,Marzo,Colón,Masculino,0-4,Arma Blanca,colon
Homicidio,2018,Marzo,Panamá,Masculino,25-29,No disponible,panama
Homicidio,2018,Marzo,Panamá,Masculino,25-29,No disponible,panama
Homicidio,2018,Marzo,Panamá,Masculino,50-54,No disponible,panama
Homicidio,2018,Marzo,Panamá,Masculino,40-44,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Marzo,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,40-44,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,40-44,Arma Blanca,panama
Homicidio,2018,Abril,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,40-44,No disponible,panama
Homicidio,2018,Abril,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá Oeste,Masculino,25-29,Arma de Fuego,panama oeste
Homicidio,2018,Abril,Panamá Oeste,Masculino,18-24,Arma de Fuego,panama oeste
Homicidio,2018,Abril,Panamá Oeste,Masculino,55-59,No disponible,panama oeste
Homicidio,2018,Abril,Coclé,Masculino,18-24,Arma Blanca,cocle
Homicidio,2018,Abril,Chiriquí,Masculino,55-59,Arma de Fuego,chiriqui
Homicidio,2018,Abril,Chiriquí,Femenino,45-49,Objeto Contundente,chiriqui
Homicidio,2018,Abril,Chiriquí,Masculino,18-24,Arma Blanca,chiriqui
Homicidio,2018,Abril,Chiriquí,Masculino,40-44,Arma Blanca,chiriqui
Homicidio,2018,Abril,Chiriquí,Masculino,25-29,Arma de Fuego,chiriqui
Homicidio,2018,Abril,Chiriquí,Femenino,15-17,Arma Blanca,chiriqui
Homicidio,2018,Abril,Colón,Masculino,18-24,Arma de Fuego,colon
Homicidio,2018,Abril,Colón,Masculino,40-44,No disponible,colon
Homicidio,2018,Abril,Colón,Masculino,35-39,No disponible,colon
Homicidio,2018,Abril,Colón,Masculino,25-29,Arma de Fuego,colon
Homicidio,2018,Abril,Colón,Masculino,30-34,No disponible,colon
Homicidio,2018,Abril,Colón,Masculino,25-29,No disponible,colon
Homicidio,2018,Abril,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2018,Abril,Panamá,Masculino,25-29,Arma Blanca,panama
Homicidio,2018,Abril,Panamá,Masculino,25-29,Arma Blanca,panama
Homicidio,2018,Abril,Panamá,Masculino,40-44,Objeto Contundente,panama
Homicidio,2018,Abril,Veraguas,Masculino,45-49,Arma Blanca,veraguas
Homicidio,2018,Abril,Veraguas,Masculino,No disponible,Arma Blanca,veraguas
Homicidio,2018,Abril,Darién,Masculino,30-34,Arma Blanca,darien
Homicidio,2018,Abril,Darién,Masculino,18-24,Arma de Fuego,darien
Homicidio,2018,Abril,Darién,Masculino,18-24,No disponible,darien
Homicidio,2018,Mayo,Panamá,Masculino,15-17,Arma de Fuego,panama
Homicidio,2018,Mayo,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Mayo,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2018,Mayo,Panamá,Masculino,15-17,Arma de Fuego,panama
Homicidio,2018,Mayo,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Mayo,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Mayo,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2018,Mayo,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Mayo,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Mayo,Panamá Oeste,Masculino,18-24,Arma de Fuego,panama oeste
Homicidio,2018,Mayo,Panamá Oeste,Masculino,18-24,Arma de Fuego,panama oeste
Homicidio,2018,Mayo,Panamá Oeste,Masculino,No disponible,Arma Blanca,panama oeste
Homicidio,2018,Mayo,Panamá Oeste,Masculino,25-29,Arma de Fuego,panama oeste
Homicidio,2018,Mayo,Panamá Oeste,Masculino,45-49,Arma de Fuego,panama oeste
Homicidio,2018,Mayo,Coclé,Masculino,18-24,Arma de Fuego,cocle
Homicidio,2018,Mayo,Coclé,Masculino,18-24,Objeto Contundente,cocle
Homicidio,2018,Mayo,Chiriquí,Masculino,60-64,Arma Blanca,chiriqui
Homicidio,2018,Mayo,Chiriquí,Femenino,50-54,Arma de Fuego,chiriqui
Homicidio,2018,Mayo,Bocas Del Toro,Masculino,30-34,No disponible,bocas del toro
Homicidio,2018,Mayo,Colón,Masculino,18-24,No disponible,colon
Homicidio,2018,Mayo,Colón,Masculino,35-39,No disponible,colon
Homicidio,2018,Mayo,Colón,Masculino,25-29,No disponible,colon
Homicidio,2018,Mayo,Panamá,Masculino,35-39,Arma Blanca,panama
Homicidio,2018,Mayo,Panamá,Masculino,40-44,No disponible,panama
Homicidio,2018,Mayo,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2018,Mayo,Veraguas,Femenino,30-34,Arma de Fuego,veraguas
Homicidio,2018,Mayo,Los Santos,Masculino,No disponible,Arma de Fuego,los santos
Homicidio,2018,Junio,Panamá,Masculino,45-49,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,40-44,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Femenino,30-34,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Femenino,45-49,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,40-44,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,15-17,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Femenino,40-44,Arma Blanca,panama
Homicidio,2018,Junio,Panamá,Masculino,40-44,No disponible,panama
Homicidio,2018,Junio,Panamá,Masculino,45-49,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá Oeste,Masculino,No disponible,Arma de Fuego,panama oeste
Homicidio,2018,Junio,Panamá Oeste,Masculino,30-34,Arma Blanca,panama oeste
Homicidio,2018,Junio,Chiriquí,Masculino,40-44,Arma de Fuego,chiriqui
Homicidio,2018,Junio,Chiriquí,Masculino,15-17,Arma de Fuego,chiriqui
Homicidio,2018,Junio,Chiriquí,Masculino,25-29,Arma de Fuego,chiriqui
Homicidio,2018,Junio,Colón,Masculino,55-59,Arma de Fuego,colon
Homicidio,2018,Junio,Colón,Masculino,30-34,Arma de Fuego,colon
Homicidio,2018,Junio,Colón,Masculino,25-29,Arma de Fuego,colon
Homicidio,2018,Junio,Colón,Masculino,15-17,Arma de Fuego,colon
Homicidio,2018,Junio,Colón,Masculino,30-34,Arma de Fuego,colon
Homicidio,2018,Junio,Colón,Masculino,35-39,Arma de Fuego,colon
Homicidio,2018,Junio,Colón,Masculino,18-24,No disponible,colon
Homicidio,2018,Junio,Colón,Masculino,30-34,No disponible,colon
Homicidio,2018,Junio,Colón,Masculino,25-29,Arma de Fuego,colon
Homicidio,2018,Junio,Colón,Masculino,No disponible,Arma de Fuego,colon
Homicidio,2018,Junio,Colón,Masculino,No disponible,Arma de Fuego,colon
Homicidio,2018,Junio,Colón,Masculino,35-39,Arma Blanca,colon
Homicidio,2018,Junio,Colón,Masculino,40-44,Arma Blanca,colon
Homicidio,2018,Junio,Panamá,Masculino,30-34,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,No disponible,Arma de Fuego,panama
Homicidio,2018,Junio,Panamá,Masculino,55-59,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,50-54,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,50-54,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Femenino,25-29,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,35-39,Objeto Contundente,panama
Homicidio,2018,Julio,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,15-17,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,10-14,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,25-29,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,18-24,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,35-39,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,15-17,Arma de Fuego,panama
Homicidio,2018,Julio,Panamá,Masculino,25-29,No disponible,panama
Homicidio,2018,Julio,Panamá,Masculino,45-49,Arma Blanca,panama
